kode_pegawai,jenis_kelamin,pendidikan,kelompok_pegawai,status_pegawai,golongan,sumber_data,aktif_sistem_baru,status_aktif,tahun,ada_data_tahun_ini,absensi_jumlah_hari,absensi_checkin_terisi,absensi_checkout_terisi,absensi_rata_jam_masuk,absensi_rata_durasi_jam,apel_jumlah_undangan,apel_hadir,apel_tidak_hadir,apel_persen_hadir,penugasan_jumlah,penugasan_kegiatan_unik,penugasan_terverifikasi,pelatihan_jumlah,pelatihan_bersertifikat,pelatihan_kumulatif_sd_tahun,pelatihan_tanpa_tahun,asesmen_integritas,asesmen_kerjasama,asesmen_komunikasi,asesmen_orientasi_hasil,asesmen_pelayanan_publik,asesmen_pengembangan_diri,asesmen_mengelola_perubahan,asesmen_pengambilan_keputusan,asesmen_perekat_bangsa,asesmen_total,asesmen_persen,asesmen_tersedia,skp_predikat,skp_sangat_baik,skp_jumlah_periode,skp_bulan_dinilai,skp_predikat_bervariasi,skp_tw1_predikat,skp_tw1_sangat_baik,skp_tw2_predikat,skp_tw2_sangat_baik,skp_jumlah_triwulan,skp_konsisten_sangat_baik,skp_jenis_penilaian,kelompok_usia
P021,Laki-laki,S2,PNS,Struktural,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,
P021,Laki-laki,S2,PNS,Struktural,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,
P022,Laki-laki,S2,Fungsional,PPPK,X,keduanya,1,Aktif,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,40-49
P022,Laki-laki,S2,Fungsional,PPPK,X,keduanya,1,Aktif,2024,1,,,,,,23.0,22.0,1.0,95.65,3.0,3.0,3.0,3.0,3.0,3.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,1.0,9.0,0.0,,,,,,,Tahunan,40-49
P022,Laki-laki,S2,Fungsional,PPPK,X,keduanya,1,Aktif,2025,1,193.0,191.0,183.0,6.8,9.81,34.0,31.0,3.0,91.18,6.0,6.0,6.0,2.0,2.0,5.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,1.0,11.0,0.0,,,,,,,Tahunan,40-49
P022,Laki-laki,S2,Fungsional,PPPK,X,keduanya,1,Aktif,2026,1,134.0,134.0,132.0,6.79,9.51,18.0,14.0,4.0,77.78,4.0,4.0,,1.0,0.0,6.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),40-49
P023,Perempuan,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2023,1,,,,,,28.0,28.0,0.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,40-49
P023,Perempuan,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2024,1,,,,,,43.0,41.0,2.0,95.35,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,40-49
P023,Perempuan,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2025,1,0.0,0.0,0.0,,,34.0,34.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P023,Perempuan,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,50-59
P024,Laki-laki,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2023,1,,,,,,28.0,26.0,2.0,92.86,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,40-49
P024,Laki-laki,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2024,1,,,,,,43.0,40.0,3.0,93.02,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,40-49
P024,Laki-laki,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2025,1,0.0,0.0,0.0,,,34.0,33.0,1.0,97.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,40-49
P024,Laki-laki,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,40-49
P025,Laki-laki,S2,PNS,Fungsional,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2023,1,,,,,,28.0,25.0,3.0,89.29,3.0,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P025,Laki-laki,S2,PNS,Fungsional,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2024,1,,,,,,7.0,4.0,3.0,57.14,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P025,Laki-laki,S2,PNS,Fungsional,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P025,Laki-laki,S2,PNS,Fungsional,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,50-59
P026,Perempuan,SMA/SMK,Pelaksana,PPPK PW,,sistem_baru,1,Aktif,2023,1,,,,,,28.0,26.0,2.0,92.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P026,Perempuan,SMA/SMK,Pelaksana,PPPK PW,,sistem_baru,1,Aktif,2024,1,,,,,,43.0,39.0,4.0,90.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P026,Perempuan,SMA/SMK,Pelaksana,PPPK PW,,sistem_baru,1,Aktif,2025,1,0.0,0.0,0.0,,,34.0,34.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,1.0,3.0,0.0,,,,,,,Tahunan,50-59
P026,Perempuan,SMA/SMK,Pelaksana,PPPK PW,,sistem_baru,1,Aktif,2026,1,139.0,138.0,120.0,6.07,8.94,18.0,18.0,0.0,100.0,2.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),50-59
P027,Laki-laki,S2,PNS,Widyaiswara,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P027,Laki-laki,S2,PNS,Widyaiswara,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P027,Laki-laki,S2,PNS,Widyaiswara,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P027,Laki-laki,S2,PNS,Widyaiswara,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,60+
P028,Perempuan,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2023,1,,,,,,28.0,26.0,2.0,92.86,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P028,Perempuan,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2024,1,,,,,,43.0,35.0,8.0,81.4,4.0,4.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Sangat Baik,1.0,1.0,12.0,0.0,,,,,,,Tahunan,50-59
P028,Perempuan,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2025,1,158.0,158.0,150.0,7.14,9.03,31.0,18.0,13.0,58.06,4.0,4.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,1.0,9.0,0.0,,,,,,,Tahunan,50-59
P028,Perempuan,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,50-59
P029,Laki-laki,SMA/SMK,Pelaksana,PPPK,V,keduanya,1,Aktif,2023,1,,,,,,28.0,26.0,2.0,92.86,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,40-49
P029,Laki-laki,SMA/SMK,Pelaksana,PPPK,V,keduanya,1,Aktif,2024,1,,,,,,43.0,43.0,0.0,100.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,40-49
P029,Laki-laki,SMA/SMK,Pelaksana,PPPK,V,keduanya,1,Aktif,2025,1,57.0,56.0,53.0,6.95,9.27,34.0,33.0,1.0,97.06,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,1.0,4.0,0.0,,,,,,,Tahunan,40-49
P029,Laki-laki,SMA/SMK,Pelaksana,PPPK,V,keduanya,1,Aktif,2026,1,144.0,143.0,141.0,7.05,8.96,18.0,18.0,0.0,100.0,1.0,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),40-49
P030,Laki-laki,SMA/SMK,Pelaksana,PNS,III/a,keduanya,1,Aktif,2023,1,,,,,,28.0,26.0,2.0,92.86,1.0,1.0,1.0,1.0,1.0,7.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,18.0,66.67,1.0,,,,,,,,,,,,,50-59
P030,Laki-laki,SMA/SMK,Pelaksana,PNS,III/a,keduanya,1,Aktif,2024,1,,,,,,43.0,39.0,4.0,90.7,3.0,3.0,3.0,0.0,0.0,7.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,18.0,66.67,1.0,Baik,0.0,1.0,12.0,0.0,,,,,,,Tahunan,50-59
P030,Laki-laki,SMA/SMK,Pelaksana,PNS,III/a,keduanya,1,Aktif,2025,1,215.0,209.0,172.0,6.9,9.69,34.0,8.0,26.0,23.53,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,18.0,66.67,1.0,Baik,0.0,1.0,11.0,0.0,,,,,,,Tahunan,50-59
P030,Laki-laki,SMA/SMK,Pelaksana,PNS,III/a,keduanya,1,Aktif,2026,1,138.0,138.0,126.0,6.36,10.15,18.0,2.0,16.0,11.11,2.0,2.0,,0.0,0.0,7.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,18.0,66.67,1.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),50-59
P031,Perempuan,S1/D4,PNS,Fungsional Umum,Penata Tk. I/IIId,sistem_lama,0,Tidak Terdaftar,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P031,Perempuan,S1/D4,PNS,Fungsional Umum,Penata Tk. I/IIId,sistem_lama,0,Tidak Terdaftar,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P031,Perempuan,S1/D4,PNS,Fungsional Umum,Penata Tk. I/IIId,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P031,Perempuan,S1/D4,PNS,Fungsional Umum,Penata Tk. I/IIId,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,50-59
P032,Laki-laki,S1,Pelaksana,PNS,-,keduanya,1,Aktif,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,14.0,51.85,1.0,,,,,,,,,,,,,<30
P032,Laki-laki,S1,Pelaksana,PNS,-,keduanya,1,Aktif,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,14.0,51.85,1.0,,,,,,,,,,,,,<30
P032,Laki-laki,S1,Pelaksana,PNS,-,keduanya,1,Aktif,2025,1,110.0,107.0,101.0,7.24,9.27,22.0,18.0,4.0,81.82,6.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,14.0,51.85,1.0,Baik,0.0,1.0,7.0,0.0,,,,,,,Tahunan,<30
P032,Laki-laki,S1,Pelaksana,PNS,-,keduanya,1,Aktif,2026,1,121.0,119.0,115.0,7.25,9.52,18.0,17.0,1.0,94.44,6.0,6.0,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,14.0,51.85,1.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),<30
P033,Perempuan,S2,Fungsional,PNS,IV/b,keduanya,1,Aktif,2023,1,,,,,,28.0,19.0,9.0,67.86,25.0,25.0,25.0,3.0,3.0,53.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,18.0,66.67,1.0,,,,,,,,,,,,,40-49
P033,Perempuan,S2,Fungsional,PNS,IV/b,keduanya,1,Aktif,2024,1,,,,,,43.0,31.0,12.0,72.09,25.0,25.0,25.0,0.0,0.0,53.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,18.0,66.67,1.0,Sangat Baik,1.0,1.0,12.0,0.0,,,,,,,Tahunan,40-49
P033,Perempuan,S2,Fungsional,PNS,IV/b,keduanya,1,Aktif,2025,1,137.0,137.0,122.0,7.36,9.32,34.0,25.0,9.0,73.53,21.0,21.0,21.0,1.0,1.0,54.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,18.0,66.67,1.0,Sangat Baik,1.0,1.0,11.0,0.0,,,,,,,Tahunan,40-49
P033,Perempuan,S2,Fungsional,PNS,IV/b,keduanya,1,Aktif,2026,1,88.0,87.0,82.0,7.32,9.12,18.0,12.0,6.0,66.67,15.0,15.0,,0.0,0.0,54.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,18.0,66.67,1.0,Sangat Baik,1.0,,,,Sangat Baik,1.0,Sangat Baik,1.0,2.0,1.0,Triwulan (terkini),40-49
P034,Laki-laki,S2,PNS,Widyaiswara,Pembina Tk. I/IVb,sistem_lama,0,Tidak Terdaftar,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P034,Laki-laki,S2,PNS,Widyaiswara,Pembina Tk. I/IVb,sistem_lama,0,Tidak Terdaftar,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P034,Laki-laki,S2,PNS,Widyaiswara,Pembina Tk. I/IVb,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P034,Laki-laki,S2,PNS,Widyaiswara,Pembina Tk. I/IVb,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,60+
P035,Laki-laki,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2023,1,,,,,,28.0,26.0,2.0,92.86,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,30-39
P035,Laki-laki,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2024,1,,,,,,43.0,41.0,2.0,95.35,3.0,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,30-39
P035,Laki-laki,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2025,1,0.0,0.0,0.0,,,34.0,34.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,30-39
P035,Laki-laki,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,30-39
P036,Laki-laki,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2023,1,,,,,,28.0,27.0,1.0,96.43,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P036,Laki-laki,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2024,1,,,,,,43.0,41.0,2.0,95.35,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P036,Laki-laki,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2025,1,0.0,0.0,0.0,,,34.0,25.0,9.0,73.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P036,Laki-laki,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,60+
P037,Laki-laki,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2023,1,,,,,,28.0,24.0,4.0,85.71,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,30-39
P037,Laki-laki,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2024,1,,,,,,43.0,42.0,1.0,97.67,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,30-39
P037,Laki-laki,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2025,1,0.0,0.0,0.0,,,34.0,33.0,1.0,97.06,3.0,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,40-49
P037,Laki-laki,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,40-49
P038,Laki-laki,S2,Fungsional,PNS,IV/b,keduanya,1,Aktif,2023,1,,,,,,28.0,21.0,7.0,75.0,25.0,25.0,25.0,2.0,2.0,18.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,14.0,51.85,1.0,,,,,,,,,,,,,40-49
P038,Laki-laki,S2,Fungsional,PNS,IV/b,keduanya,1,Aktif,2024,1,,,,,,43.0,28.0,15.0,65.12,29.0,29.0,29.0,0.0,0.0,18.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,14.0,51.85,1.0,Sangat Baik,1.0,1.0,12.0,0.0,,,,,,,Tahunan,40-49
P038,Laki-laki,S2,Fungsional,PNS,IV/b,keduanya,1,Aktif,2025,1,151.0,151.0,141.0,7.44,8.89,34.0,23.0,11.0,67.65,19.0,19.0,19.0,2.0,2.0,20.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,14.0,51.85,1.0,Sangat Baik,1.0,1.0,11.0,0.0,,,,,,,Tahunan,40-49
P038,Laki-laki,S2,Fungsional,PNS,IV/b,keduanya,1,Aktif,2026,1,114.0,114.0,113.0,7.25,8.96,18.0,14.0,4.0,77.78,11.0,11.0,,0.0,0.0,20.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,14.0,51.85,1.0,Sangat Baik,1.0,,,,Sangat Baik,1.0,Sangat Baik,1.0,2.0,1.0,Triwulan (terkini),40-49
P039,Perempuan,S2,Fungsional,PNS,IV/c,keduanya,1,Aktif,2023,1,,,,,,28.0,16.0,12.0,57.14,19.0,19.0,19.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,17.0,62.96,1.0,,,,,,,,,,,,,50-59
P039,Perempuan,S2,Fungsional,PNS,IV/c,keduanya,1,Aktif,2024,1,,,,,,43.0,32.0,11.0,74.42,31.0,31.0,31.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,17.0,62.96,1.0,Sangat Baik,1.0,1.0,12.0,0.0,,,,,,,Tahunan,50-59
P039,Perempuan,S2,Fungsional,PNS,IV/c,keduanya,1,Aktif,2025,1,145.0,143.0,128.0,7.52,8.92,34.0,25.0,9.0,73.53,26.0,26.0,25.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,17.0,62.96,1.0,Sangat Baik,1.0,1.0,11.0,0.0,,,,,,,Tahunan,50-59
P039,Perempuan,S2,Fungsional,PNS,IV/c,keduanya,1,Aktif,2026,1,101.0,100.0,96.0,7.41,8.91,18.0,10.0,8.0,55.56,15.0,15.0,,0.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,17.0,62.96,1.0,Sangat Baik,1.0,,,,Sangat Baik,1.0,Sangat Baik,1.0,2.0,1.0,Triwulan (terkini),50-59
P040,Laki-laki,S1,Fungsional,PNS,III/c,keduanya,1,Aktif,2023,1,,,,,,28.0,23.0,5.0,82.14,18.0,18.0,18.0,2.0,2.0,26.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,17.0,62.96,1.0,,,,,,,,,,,,,30-39
P040,Laki-laki,S1,Fungsional,PNS,III/c,keduanya,1,Aktif,2024,1,,,,,,43.0,37.0,6.0,86.05,29.0,29.0,29.0,5.0,5.0,31.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,17.0,62.96,1.0,Sangat Baik,1.0,1.0,2.0,0.0,,,,,,,Tahunan,30-39
P040,Laki-laki,S1,Fungsional,PNS,III/c,keduanya,1,Aktif,2025,1,168.0,162.0,144.0,7.0,10.15,34.0,29.0,5.0,85.29,14.0,14.0,14.0,8.0,8.0,39.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,17.0,62.96,1.0,Sangat Baik,1.0,1.0,9.0,0.0,,,,,,,Tahunan,40-49
P040,Laki-laki,S1,Fungsional,PNS,III/c,keduanya,1,Aktif,2026,1,116.0,113.0,110.0,6.91,10.59,18.0,16.0,2.0,88.89,11.0,11.0,,2.0,1.0,41.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,17.0,62.96,1.0,Sangat Baik,1.0,,,,Sangat Baik,1.0,Sangat Baik,1.0,2.0,1.0,Triwulan (terkini),40-49
P041,Laki-laki,SMA/SMK,Pelaksana,PNS,III/b,keduanya,1,Aktif,2023,1,,,,,,28.0,26.0,2.0,92.86,3.0,3.0,3.0,2.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,12.0,44.44,1.0,,,,,,,,,,,,,50-59
P041,Laki-laki,SMA/SMK,Pelaksana,PNS,III/b,keduanya,1,Aktif,2024,1,,,,,,43.0,32.0,11.0,74.42,2.0,2.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,12.0,44.44,1.0,Baik,0.0,1.0,12.0,0.0,,,,,,,Tahunan,50-59
P041,Laki-laki,SMA/SMK,Pelaksana,PNS,III/b,keduanya,1,Aktif,2025,1,216.0,213.0,203.0,6.51,10.0,34.0,30.0,4.0,88.24,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,12.0,44.44,1.0,Baik,0.0,1.0,11.0,0.0,,,,,,,Tahunan,50-59
P041,Laki-laki,SMA/SMK,Pelaksana,PNS,III/b,keduanya,1,Aktif,2026,1,143.0,143.0,140.0,6.53,10.18,18.0,18.0,0.0,100.0,1.0,1.0,,0.0,0.0,5.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,12.0,44.44,1.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),50-59
P042,Perempuan,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2023,1,,,,,,28.0,28.0,0.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P042,Perempuan,SMA/Sederajat,PPNPN,PPNPN,-,sistem_lama,0,Tidak Terdaftar,2024,1,,,,,,43.0,42.0,1.0,97.67,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
